"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-01-01","2015","01","01","","-2.0","","-8.3","","-5.2","","23.2","","0.0","","0.0","","1.6","","1.2","","0","T","24","E","46","E"
"2015-01-02","2015","01","02","","-1.9","","-9.2","","-5.6","","23.6","","0.0","","0.0","","0.6","","0.4","","2","","27","E","32","E"
"2015-01-03","2015","01","03","","1.2","","-9.0","","-3.9","","21.9","","0.0","","4.4","","3.0","","6.8","","1","","11","E","35","E"
"2015-01-04","2015","01","04","","4.0","","-5.8","","-0.9","","18.9","","0.0","","6.4","","0.2","","6.6","","2","","26","E","46","E"
"2015-01-05","2015","01","05","","-5.8","","-13.5","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","E","54","E"
"2015-01-06","2015","01","06","","-8.0","","-13.3","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","E","33","E"
"2015-01-07","2015","01","07","","-9.5","","-21.4","","-15.5","","33.5","","0.0","","0.0","","0.2","","0.2","","0","T","33","E","46","E"
"2015-01-08","2015","01","08","","-9.6","","-16.3","","-13.0","","31.0","","0.0","","0.0","","1.6","","0.7","","0","T","24","E","48","E"
"2015-01-09","2015","01","09","","-5.4","","-13.5","","-9.5","","27.5","","0.0","","0.0","","2.4","","1.1","","2","","27","E","57","E"
"2015-01-10","2015","01","10","","-9.5","","-15.7","","-12.6","","30.6","","0.0","","0.0","","0.0","","0.0","","4","","25","E","44","E"
"2015-01-11","2015","01","11","","-0.8","","-12.5","","-6.7","","24.7","","0.0","","0.0","","0.4","","0.4","","3","","26","E","33","E"
"2015-01-12","2015","01","12","","-0.9","","-17.9","","-9.4","","27.4","","0.0","","0.0","","3.0","","1.4","","5","","35","E","41","E"
"2015-01-13","2015","01","13","","-10.9","","-21.5","","-16.2","","34.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2015-01-14","2015","01","14","","-3.9","","-15.6","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"2015-01-15","2015","01","15","","-2.9","","-13.5","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","4","","22","E","37","E"
"2015-01-16","2015","01","16","","-2.8","","-16.9","","-9.9","","27.9","","0.0","","0.0","","0.8","","0.4","","4","","32","E","54","E"
"2015-01-17","2015","01","17","","4.1","","-18.5","","-7.2","","25.2","","0.0","","0.0","","0.4","","0.2","","4","","15","E","35","E"
"2015-01-18","2015","01","18","","4.8","","-0.7","","2.1","","15.9","","0.0","","2.0","","0.2","","2.0","","3","","20","E","35","E"
"2015-01-19","2015","01","19","","-0.1","","-10.8","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","0","T","32","E","35","E"
"2015-01-20","2015","01","20","","-7.1","","-14.3","","-10.7","","28.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2015-01-21","2015","01","21","","-3.9","","-15.8","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2015-01-22","2015","01","22","","-0.8","","-12.2","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2015-01-23","2015","01","23","","1.8","","-5.5","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","T","24","E","46","E"
"2015-01-24","2015","01","24","","0.2","","-6.0","","-2.9","","20.9","","0.0","","0.2","","0.4","","0.4","","0","","32","E","46","E"
"2015-01-25","2015","01","25","","-4.3","","-13.9","","-9.1","","27.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","E","46","E"
"2015-01-26","2015","01","26","","-8.0","","-15.9","","-12.0","","30.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"2015-01-27","2015","01","27","","-6.7","","-12.8","","-9.8","","27.8","","0.0","","0.0","","0.6","","0.4","","1","","","","<31",""
"2015-01-28","2015","01","28","","-0.5","","-15.2","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2015-01-29","2015","01","29","","-0.2","","-7.1","","-3.7","","21.7","","0.0","","0.3","","8.1","","8.2","","0","T","32","E","37","E"
"2015-01-30","2015","01","30","","-2.0","","-15.6","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","8","","34","E","61","E"
"2015-01-31","2015","01","31","","-3.1","","-20.3","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2015-02-01","2015","02","01","","-3.1","","-15.6","","-9.4","","27.4","","0.0","","0.0","","7.4","","6.4","","6","","5","E","33","E"
"2015-02-02","2015","02","02","","-11.9","","-16.3","","-14.1","","32.1","","0.0","","0.0","","9.8","","8.2","","20","","35","E","44","E"
"2015-02-03","2015","02","03","","-4.8","","-15.7","","-10.3","","28.3","","0.0","","0.0","","0.2","","0.2","","23","","25","E","33","E"
"2015-02-04","2015","02","04","","-1.8","","-9.9","","-5.9","","23.9","","0.0","","0.0","","2.2","","1.8","","18","","33","E","32","E"
"2015-02-05","2015","02","05","","-9.9","","-16.0","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","19","","","","<31",""
"2015-02-06","2015","02","06","","-3.6","","-12.8","","-8.2","","26.2","","0.0","","0.0","","2.0","","0.8","","19","","25","E","37","E"
"2015-02-07","2015","02","07","","-3.7","","-9.5","","-6.6","","24.6","","0.0","","0.0","","8.2","","7.7","","18","","","","<31",""
"2015-02-08","2015","02","08","","-9.4","","-13.9","","-11.7","","29.7","","0.0","","0.0","","2.0","","1.6","","24","","","","<31",""
"2015-02-09","2015","02","09","","-10.3","","-13.9","","-12.1","","30.1","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"2015-02-10","2015","02","10","","-3.9","","-12.3","","-8.1","","26.1","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"2015-02-11","2015","02","11","","-2.4","","-12.5","","-7.5","","25.5","","0.0","","0.0","","1.7","","1.2","","19","","32","E","35","E"
"2015-02-12","2015","02","12","","-3.4","","-20.2","","-11.8","","29.8","","0.0","","0.0","","0.3","","0.3","","21","","32","E","56","E"
"2015-02-13","2015","02","13","","-10.3","","-23.9","","-17.1","","35.1","","0.0","","0.0","","0.7","","0.5","","21","","22","E","33","E"
"2015-02-14","2015","02","14","","-7.3","","-21.4","","-14.4","","32.4","","0.0","","0.0","","1.8","","1.1","","23","","34","E","56","E"
"2015-02-15","2015","02","15","","-20.5","","-26.8","","-23.7","","41.7","","0.0","","0.0","","0.0","T","0.0","T","23","","34","E","54","E"
"2015-02-16","2015","02","16","","-12.9","","-25.3","","-19.1","","37.1","","0.0","","0.0","","0.0","","0.0","","22","","","","<31",""
"2015-02-17","2015","02","17","","-8.0","","-19.1","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","19","","","","<31",""
