"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-01-01","2018","01","01","","-7.8","","-18.3","","-13.1","","31.1","","0.0","","","M","","M","0.0","","","","25","","52",""
"2018-01-02","2018","01","02","","-6.4","","-11.9","","-9.2","","27.2","","0.0","","","M","","M","0.0","","","","24","","65",""
"2018-01-03","2018","01","03","","-4.9","","-10.3","","-7.6","","25.6","","0.0","","","M","","M","0.0","","","","23","","63",""
"2018-01-04","2018","01","04","","-7.4","","-19.4","","-13.4","","31.4","","0.0","","","M","","M","0.0","","","","34","","56",""
"2018-01-05","2018","01","05","","-14.8","","-20.7","","-17.8","","35.8","","0.0","","","M","","M","0.0","","","","30","","48",""
"2018-01-06","2018","01","06","","-15.4","","-22.0","","-18.7","","36.7","","0.0","","","M","","M","0.0","","","","28","","35",""
"2018-01-07","2018","01","07","","-0.5","","-17.1","","-8.8","","26.8","","0.0","","","M","","M","0.0","","","","22","","63",""
"2018-01-08","2018","01","08","","2.8","","-1.2","","0.8","","17.2","","0.0","","","M","","M","0.7","","","","23","","56",""
"2018-01-09","2018","01","09","","1.5","","-1.3","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","25","","35",""
"2018-01-10","2018","01","10","","3.2","","-1.5","","0.9","","17.1","","0.0","","","M","","M","0.7","","","","","","<31",""
"2018-01-11","2018","01","11","","10.0","","1.8","","5.9","","12.1","","0.0","","","M","","M","8.8","","","","","","<31",""
"2018-01-12","2018","01","12","","10.1","","-10.9","","-0.4","","18.4","","0.0","","","M","","M","15.3","","","","33","","65",""
"2018-01-13","2018","01","13","","-10.8","","-14.1","","-12.5","","30.5","","0.0","","","M","","M","0.0","","","","35","","65",""
